time,dt,open,high,low,close,volume
1777449600,2026-04-29 08:00:00+00:00,2323.25,2328.25,2320.0,2324.3,467397.0
1777453200,2026-04-29 09:00:00+00:00,2324.3,2346.15,2321.75,2338.85,1374594.0
1777456800,2026-04-29 10:00:00+00:00,2338.8,2346.0,2328.9,2332.35,1464527.0
1777460400,2026-04-29 11:00:00+00:00,2332.4,2335.05,2327.6,2330.6,645023.0
1777464000,2026-04-29 12:00:00+00:00,2330.55,2331.0,2306.7,2315.1,1786966.0
1777467600,2026-04-29 13:00:00+00:00,2315.1,2317.3,2288.15,2301.95,2220050.0
1777471200,2026-04-29 14:00:00+00:00,2301.9,2306.95,2292.85,2298.2,1469219.0
1777474800,2026-04-29 15:00:00+00:00,2298.25,2300.1,2262.0,2271.8,2883686.0
1777478400,2026-04-29 16:00:00+00:00,2271.55,2278.25,2261.9,2266.25,1643058.0
1777482000,2026-04-29 17:00:00+00:00,2266.45,2282.4,2265.0,2282.05,1261777.0
1777485600,2026-04-29 18:00:00+00:00,2282.1,2285.0,2218.8,2238.25,4653407.0
1777489200,2026-04-29 19:00:00+00:00,2237.9,2241.45,2223.6,2232.5,1186126.0
1777492800,2026-04-29 20:00:00+00:00,2233.1,2247.95,2229.2,2239.35,782842.0
1777496400,2026-04-29 21:00:00+00:00,2239.3,2263.8,2237.3,2251.6,451664.0
1777500000,2026-04-29 22:00:00+00:00,2251.6,2257.9,2248.6,2256.55,249463.0
1777503600,2026-04-29 23:00:00+00:00,2256.7,2259.35,2248.95,2251.55,226968.0
1777507200,2026-04-30 00:00:00+00:00,2251.5,2273.8,2248.35,2271.3,623432.0
1777510800,2026-04-30 01:00:00+00:00,2271.0,2277.9,2265.45,2268.1,607429.0
1777514400,2026-04-30 02:00:00+00:00,2268.0,2272.35,2234.5,2244.15,1353266.0
1777518000,2026-04-30 03:00:00+00:00,2244.1,2255.65,2242.7,2251.8,664708.0
1777521600,2026-04-30 04:00:00+00:00,2251.8,2253.0,2235.4,2238.0,979854.0
1777525200,2026-04-30 05:00:00+00:00,2237.85,2247.3,2230.15,2241.75,918827.0
1777528800,2026-04-30 06:00:00+00:00,2241.5,2251.55,2240.7,2246.85,623401.0
1777532400,2026-04-30 07:00:00+00:00,2246.85,2261.3,2242.05,2258.95,917827.0
1777536000,2026-04-30 08:00:00+00:00,2259.0,2261.0,2253.8,2255.25,587399.0
1777539600,2026-04-30 09:00:00+00:00,2255.0,2269.95,2254.6,2260.55,995908.0
1777543200,2026-04-30 10:00:00+00:00,2260.35,2264.5,2255.3,2260.4,854580.0
1777546800,2026-04-30 11:00:00+00:00,2260.9,2272.6,2250.95,2257.2,1568159.0
1777550400,2026-04-30 12:00:00+00:00,2257.15,2269.85,2256.45,2264.2,1084828.0
1777554000,2026-04-30 13:00:00+00:00,2264.35,2271.4,2253.3,2262.45,1721410.0
